YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201902,133994,802828,2,1.13,"N","SANTA VENETIA",37.9964,-122.5289,3759784,12231734
201902,133994,802828,3,1.12,"N","SANTA VENETIA",37.9962,-122.5291,3759772,12231746
201902,133994,802828,4,1.13,"N","SANTA VENETIA",37.9963,-122.5292,3759778,12231752
201902,133994,802832,1,9.44,"NE","SALVADOR",38.4468,-122.1969,3826808,12211814
201902,133994,802832,2,9.44,"NE","SALVADOR",38.4466,-122.1968,3826796,12211808
201902,133994,802832,3,9.43,"NE","SALVADOR",38.4466,-122.197,3826796,12211820
201902,133994,802832,4,9.43,"NE","SALVADOR",38.4467,-122.1971,3826802,12211826
201902,134063,802508,1,5.56,"N","CAPE CANAVERAL",28.46,-80.59,2827600,8035400
201902,134063,802509,1,1.62,"NNW","MELBOURNE",28.101,-80.612,286060,8036720
201902,134064,802510,1,4.87,"N","SATELLITE BEACH",28.24,-80.61,2814400,8036600
201902,134064,802511,1,26.72,"ENE","CAPE CANAVERAL",28.508,-80.185,2830480,8011100
201902,134073,802592,1,0,"N","BOWIE",33.57,-97.85,3334200,9751000
201902,134073,802596,1,0,"N","HASLET",32.97,-97.35,3258200,9721000
201902,134073,802597,1,0,"N","ROANOKE",33.02,-97.18,331200,9710800
201902,134073,802598,1,0,"N","(DFW)DALLAS-FT WORTH",32.9,-97.03,3254000,971800
201902,134073,802601,1,0,"N","CELESTE",33.28,-96.2,3316800,9612000
201902,134073,802603,1,0,"N","MERIT",33.22,-96.28,3313200,9616800
201902,134073,802614,1,1.98,"SE","DINSMOER",33.1988,-95.807,3311928,9548420
201902,134073,802618,1,1.68,"SW","HICKS",32.9025,-97.4402,3254150,9726412
201902,134073,802621,1,5.37,"SW","ROANOKE VLY ARPT",32.9916,-97.2913,3259496,9717478
201902,134085,802746,1,19.87,"WNW","WILLOWICK",41.7773,-81.8223,4146638,8149338
201902,134085,802747,1,13.69,"WSW","WILLOWICK",41.5163,-81.7256,4130978,8143536
201902,134085,809217,1,15.59,"NE","WILLOWICK",41.78,-81.287,4146800,8117220
201902,134085,809241,1,77.34,"ENE","WILLOWICK",42.1426,-80.1704,428556,8010224
201902,134085,809242,1,81.18,"NE","WILLOWICK",42.3263,-80.237,4219578,8014220
201902,134085,809244,1,63.12,"NE","WILLOWICK",42.2742,-80.6426,4216452,8038556
201902,134085,809247,1,15.91,"NE","WILLOWICK",41.7844,-81.284,4147064,8117040
201902,134085,809249,1,33.88,"NNE","WILLOWICK",42.093,-81.326,425580,8119560
201902,134091,802838,1,1.71,"SE","PLEASANT HILL",37.9308,-122.0601,3755848,1223606
201902,134091,802839,1,0,"N","CARMEL VLY",36.48,-121.73,3628800,12143800
201902,134096,802915,1,.13,"ESE","SUTHERLAND",37.669,-87.118,3740140,877080
201902,134096,802915,2,2.64,"NNE","PETTIT",37.7161,-87.104,3742966,876240
201902,134096,802915,3,0,"NNE","WHITESVILLE",37.68,-86.88,3740800,8652800
201902,134096,802915,4,4.67,"SSW","BOSTON",37.6166,-86.9492,3736996,8656952
201902,134096,802917,1,0,"N","CORYDON",37.73,-87.7,3743800,8742000
201902,134096,802917,2,3.1,"SW","ALZEY",37.8377,-87.8594,3750262,8751564
201902,134096,802917,3,3.03,"W","MC DONALDS LNDG",37.8534,-87.7554,3751204,8745324
201902,134096,802917,4,1.76,"ESE","WILSON",37.7727,-87.6391,3746362,8738346
201902,134096,802918,1,0,"NW","NORTONVILLE",37.2,-87.47,3712000,8728200
201902,134096,802918,2,1.26,"SE","FIES",37.3079,-87.3627,3718474,8721762
201902,134096,802918,3,0,"N","HANSON",37.42,-87.48,3725200,8728800
201902,134096,802918,4,0,"ENE","NEBO",37.38,-87.65,3722800,8739000
201902,134096,802918,5,1.08,"N","FIDDLE BOW",37.2855,-87.6674,3717130,8740044
201902,133010,795747,1,4.41,"WNW","PATTERSON TRACT",36.4,-119.37,3624000,11922200
201902,133010,795747,2,2.27,"SSW","DINUBA SEQUOIA ARPT",36.4197,-119.336,3625182,11920160
201902,133010,795748,1,2.26,"N","DUCOR",35.9127,-119.0486,3554762,1192916
201902,133010,795748,2,2.31,"NNE","DUCOR",35.9127,-119.0414,3554762,1192484
201902,133010,795748,3,1.62,"SSW","TERRA BELLA",35.9491,-119.0431,3556946,1192586
201902,133010,795748,4,1.74,"SSW","TERRA BELLA",35.949,-119.047,3556940,1192820
201902,133040,795929,1,.55,"E","WEST SOMERSET",37.08,-84.61,374800,8436600
201902,133040,795929,2,1.1,"W","DABNEY",37.18,-84.55,3710800,8433000
201902,133040,795930,1,.7,"WNW","TEETERSVILLE",36.8047,-83.3412,3648282,8320472
201902,133040,795930,2,.64,"WNW","TEETERSVILLE",36.8039,-83.3406,3648234,8320436
201902,133040,795931,1,.8,"SSW","TOPMOST",37.3588,-82.8042,3721528,8248252
201902,133040,795931,2,1.27,"NE","TOPMOST",37.381,-82.7816,3722860,8246896
201902,133040,795932,1,1.31,"NNW","DAISY",37.1361,-83.1125,378166,836750
201902,133040,795932,2,1.24,"NNW","DAISY",37.1361,-83.1098,378166,836588
201902,133041,800640,1,1.33,"WNW","HUNTSVILLE MILLS ARP",34.76,-86.57,3445600,8634200
201902,133229,796950,1,2.82,"N","CHALK LEVEL",38.14,-93.81,388400,9348600
201902,133229,796951,1,.54,"E","SCHELL CITY",38.02,-94.11,381200,946600
201902,133229,796952,1,2.14,"SSE","REPUBLIC WESTPORT AR",37.12,-93.44,377200,9326400
201902,133229,796953,1,.88,"SE","REPUBLIC",37.11,-93.47,376600,9328200
201902,133229,796954,1,2.15,"SE","REPUBLIC WESTPORT AR",37.13,-93.42,377800,9325200
201902,133229,796955,1,2.07,"N","PLEASANT VLY",37.33,-93.28,3719800,9316800
201902,133229,796956,1,4.76,"SE","BENNETT SPGS",37.68,-92.81,3740800,9248600
201902,133229,796957,1,.55,"E","ROCKY COMFORT",36.75,-94.09,3645000,945400
201902,133229,796958,1,1.1,"E","CENTER PT",36.92,-94.08,3655200,944800
201902,133229,796959,1,.88,"NE","PONCE DE LEON",36.88,-93.34,3652800,9320400
201902,133229,796960,1,.69,"S","HIGHLANDVILLE",36.92,-93.28,3655200,9316800
201902,133229,796961,1,3.9,"NE","BASSVILLE",37.39,-93.08,3723400,934800
201902,133307,798017,3,2.12,"S","HAVILAH",35.4896,-118.5243,3529376,11831458
201902,133307,798017,4,2.12,"S","HAVILAH",35.4896,-118.525,3529376,11831500
201902,133307,798018,1,0,"N","CATHEYS VLY",37.43,-120.1,3725800,1206000
201902,133307,798018,2,.09,"NNW","CATHEYS VLY",37.4312,-120.1009,3725872,1206054
201902,133307,798018,3,.16,"NNE","CATHEYS VLY",37.4321,-120.099,3725926,1205940
201902,133307,798018,4,.12,"NE","CATHEYS VLY",37.4312,-120.0985,3725872,1205910
201902,133307,798019,1,.82,"SSW","KERNVALE",35.6087,-118.4845,3536522,11829070
201902,133307,798019,2,.75,"SSW","KERNVALE",35.6096,-118.4839,3536576,11829034
201902,133307,798019,3,.74,"S","KERNVALE",35.6095,-118.4821,3536570,11828926
201902,133307,798019,4,.81,"SSW","KERNVALE",35.6086,-118.4831,3536516,11828986
201902,133307,798020,1,3.94,"N","HURON",36.257,-120.1015,3615420,1206090
201902,133307,798020,2,3.94,"N","HURON",36.2569,-120.1043,3615414,1206258
201902,133307,798020,3,4.67,"N","HURON",36.2674,-120.1044,3616044,1206264
201902,133307,798020,4,4.69,"N","HURON",36.2678,-120.1017,3616068,1206102
201902,133307,798021,1,.86,"S","(FAT) AIR TERMINAL",36.7576,-119.7185,3645456,11943110
201902,133307,798021,2,.88,"S","(FAT) AIR TERMINAL",36.7574,-119.7185,3645444,11943110
201902,133307,798021,3,.88,"S","(FAT) AIR TERMINAL",36.7574,-119.7181,3645444,11943086
201902,133307,798021,4,.86,"S","(FAT) AIR TERMINAL",36.7576,-119.7181,3645456,11943086
201902,133307,798022,1,2.9,"NNE","NAVELENCIA",36.716,-119.3529,3642960,11921174
201902,133307,798022,2,2.81,"NNE","NAVELENCIA",36.7144,-119.3528,3642864,11921168
201902,133307,798022,3,3.04,"NE","NAVELENCIA",36.7147,-119.3462,3642882,11920772
201902,133307,798022,4,3.11,"NE","NAVELENCIA",36.7162,-119.3466,3642972,11920796
201902,133307,798023,1,1.95,"NNW","EXETER",36.327,-119.1403,3619620,1198418
201902,133307,798023,2,1.85,"NNW","EXETER",36.3254,-119.1405,3619524,1198430
201902,133307,798023,3,1.78,"NNW","EXETER",36.3252,-119.1366,3619512,1198196
201902,133307,798023,4,1.93,"NNW","EXETER",36.3273,-119.1369,3619638,1198214
201902,133307,798024,1,1.31,"ENE","SANGER",36.71,-119.55,3642600,11933000
201902,133307,798025,1,3.04,"NE","LATON",36.46,-119.64,3627600,11938400
201902,133307,798026,1,0,"N","BUTTONWILLOW",35.4,-119.47,3524000,11928200
201902,133307,798027,1,5.3,"SE","KNOWLES",37.16,-119.81,379600,11948600
201902,133307,798027,2,5.29,"SE","KNOWLES",37.1655,-119.8025,379930,11948150
201902,133307,798028,1,6.19,"E","MILO",36.2278,-118.7093,3613668,11842558
201902,133307,798028,2,6.06,"E","MILO",36.2282,-118.7117,3613692,11842702
201902,133307,798028,3,6.07,"E","MILO",36.2267,-118.7113,3613602,11842678
201902,133307,798028,4,6.21,"E","MILO",36.2265,-118.7089,3613590,11842534
201902,133317,800641,1,.57,"E","ATHENS",34.8,-86.97,3448000,8658200
201902,133317,800642,1,.57,"W","ATHENS",34.8,-86.99,3448000,8659400
201902,133317,800643,1,.69,"S","ARDMORE",34.99,-86.85,3459400,8651000
201902,133333,797775,1,.69,"N","BROOKVILLE",39.84,-84.42,3950400,8425200
201902,133333,797775,2,1.55,"NE","BROOKVILLE",39.848,-84.4027,3950880,8424162
201902,133333,797775,3,1.36,"ESE","BROOKVILLE",39.8198,-84.3981,3949188,8423886
201902,133333,797775,4,.9,"S","BROOKVILLE",39.8171,-84.4216,3949026,8425296
201902,133333,797775,5,.62,"WNW","BROOKVILLE",39.8331,-84.431,3949986,8425860
201902,133333,797776,1,.87,"NW","BATAVIA",39.08,-84.18,394800,8410800
201902,133333,797776,2,.79,"NW","BATAVIA",39.0791,-84.1788,394746,8410728
201902,133333,797776,3,.78,"NW","BATAVIA",39.0783,-84.1797,394698,8410782
201902,133333,797776,4,.85,"NW","BATAVIA",39.0793,-84.1805,394758,8410830
201902,133333,797777,1,.69,"N","WASHINGTON COURT HOU",39.54,-83.43,3932400,8325800
201902,133333,797777,2,.69,"N","WASHINGTON COURT HOU",39.5399,-83.4322,3932394,8325932
201902,133333,797777,3,.72,"N","WASHINGTON COURT HOU",39.5403,-83.4323,3932418,8325938
201902,133333,797777,4,.73,"N","WASHINGTON COURT HOU",39.5406,-83.4302,3932436,8325812
201902,133333,797778,1,.69,"S","URBANA",40.11,-83.75,406600,8345000
201902,133333,797778,2,1.13,"S","URBANA",40.1038,-83.7477,406228,8344862
201902,133333,797778,3,1.31,"SSW","URBANA",40.1022,-83.7584,406132,8345504
201902,133333,797778,4,.66,"SW","URBANA",40.1123,-83.7575,406738,8345450
201902,133333,797778,5,.25,"S","URBANA",40.1163,-83.7501,406978,8345006
201902,133333,797780,1,.63,"SSW","STUBBS MILLS",39.3613,-84.1734,3921678,8410404
201902,133333,797780,2,.8,"SSW","STUBBS MILLS",39.359,-84.1748,3921540,8410488
201902,133333,797780,3,.82,"SSW","STUBBS MILLS",39.359,-84.1757,3921540,8410542
201902,133333,797780,4,.65,"SSW","STUBBS MILLS",39.3613,-84.1748,3921678,8410488
201902,133333,797781,1,1.27,"WSW","MORROW",39.39,-84.25,3923400,8415000
201902,133333,797781,2,1.15,"WSW","MORROW",39.3943,-84.2502,3923658,8415012
201902,133333,797781,3,.97,"WSW","MORROW",39.3944,-84.2468,3923664,8414808
201902,133333,797781,4,1.12,"SW","MORROW",39.3898,-84.2463,3923388,8414778
201902,133333,797782,1,1.07,"W","LEBANON",39.43,-84.22,3925800,8413200
201902,133333,797782,2,1.02,"W","LEBANON",39.4301,-84.2191,3925806,8413146
201902,133333,797782,3,.98,"W","LEBANON",39.4293,-84.2184,3925758,8413104
201902,133333,797782,4,1.06,"W","LEBANON",39.429,-84.2199,3925740,8413194
201902,133333,797788,1,.88,"SE","RARDEN",38.91,-83.22,3854600,8313200
201902,133333,797788,2,.79,"ESE","RARDEN",38.916,-83.2162,3854960,8312972
201902,133333,797788,3,.37,"WNW","YOUNGS",38.9019,-83.2066,3854114,8312396
201902,133333,797788,4,.76,"W","YOUNGS",38.9001,-83.2141,3854006,8312846
201902,133333,797789,1,0,"N","HAYNES",39.43,-82.68,3925800,8240800
201902,133333,797789,2,.36,"NNE","HAYNES",39.4347,-82.6771,3926082,8240626
201902,133333,797789,3,.38,"NE","HAYNES",39.4334,-82.6743,3926004,8240458
201902,133333,797789,4,.37,"E","HAYNES",39.4301,-82.673,3925806,8240380
201902,133333,797790,1,2.14,"NNW","CHLLCTH ROSS CO ARPT",39.46,-83.03,3927600,831800
201902,133333,797790,2,2.33,"N","CHLLCTH ROSS CO ARPT",39.4635,-83.0252,3927810,831512
201902,133333,797790,3,2.13,"N","CHLLCTH ROSS CO ARPT",39.4606,-83.0239,3927636,831434
201902,133333,797790,4,2.01,"NNW","CHLLCTH ROSS CO ARPT",39.4585,-83.0276,3927510,831656
201902,133333,797791,1,2.63,"NW","LYNX",38.8,-83.43,3848000,8325800
201902,133333,797791,2,2.54,"NW","LYNX",38.7974,-83.4315,3847844,8325890
201902,133333,797791,3,2.35,"NW","LYNX",38.7965,-83.4272,3847790,8325632
201902,133333,797791,4,2.49,"NNW","LYNX",38.8004,-83.425,3848024,8325500
201902,133333,797791,5,2.66,"NW","LYNX",38.8016,-83.4283,3848096,8325698
201902,133333,797792,1,1.48,"NNE","NEEL",38.79,-83.71,3847400,8342600
201902,133333,797792,2,1.39,"NNE","NEEL",38.7893,-83.7125,3847358,8342750
201902,133333,797792,3,1.33,"NNE","NEEL",38.7878,-83.7109,3847268,8342654
201902,133333,797792,4,1.39,"NNE","NEEL",38.7886,-83.7102,3847316,8342612
201902,133333,797794,1,.87,"NE","CROSSTOWN",39.09,-83.99,395400,8359400
201902,133333,797794,2,.75,"NE","CROSSTOWN",39.0882,-83.9908,395292,8359448
201902,133333,797794,3,.75,"NE","CROSSTOWN",39.0876,-83.9901,395256,8359406
201902,133333,797794,4,.83,"NE","CROSSTOWN",39.0888,-83.9893,395328,8359358
201902,133333,797794,5,.92,"NE","CROSSTOWN",39.0902,-83.9891,395412,8359346
201902,133333,797795,1,1.06,"W","BREMEN",39.7,-82.45,3942000,8227000
201902,133333,797795,2,1.38,"W","BREMEN",39.7009,-82.456,3942054,8227360
201902,133333,797795,3,1.37,"W","BREMEN",39.7032,-82.4554,3942192,8227324
201902,133333,797795,4,1.26,"W","BREMEN",39.7029,-82.4534,3942174,8227204
201902,133333,797796,1,3.37,"ESE","STARR",39.3863,-82.3095,3923178,8218570
201902,133333,797796,2,3.6,"E","STARR",39.3903,-82.3037,3923418,8218222
201902,133333,797796,3,2.38,"ENE","STARR",39.4094,-82.3271,3924564,8219626
201902,133333,797796,4,1.95,"E","STARR",39.4049,-82.334,3924294,8220040
201902,133333,797797,1,1.38,"N","ALMA",39.2,-82.98,3912000,8258800
201902,133333,797797,2,1.34,"N","ALMA",39.1994,-82.9795,3911964,8258770
201902,133333,797797,3,1.36,"N","ALMA",39.1997,-82.9786,3911982,8258716
201902,133333,797797,4,1.49,"N","ALMA",39.2015,-82.9797,3912090,8258782
201902,133333,797797,5,1.45,"N","ALMA",39.2011,-82.9807,3912066,8258842
201902,133333,797798,1,.33,"N","HAYNES",39.4348,-82.6792,3926088,8240752
201902,133333,797798,2,.35,"NNE","HAYNES",39.4348,-82.6779,3926088,8240674
201902,133333,797798,3,.35,"ENE","HAYNES",39.4316,-82.6739,3925896,8240434
201902,133333,797798,4,.16,"ENE","HAYNES",39.4312,-82.6774,3925872,8240644
201902,133333,797799,1,.89,"WSW","GORE",39.5743,-82.315,3934458,8218900
201902,133333,797799,2,.9,"WSW","GORE",39.5761,-82.316,3934566,8218960
201902,133333,797799,3,1.02,"WSW","GORE",39.5764,-82.3185,3934584,8219110
201902,133333,797799,4,1.07,"WSW","GORE",39.5747,-82.3188,3934482,8219128
201902,133333,797800,1,1.19,"S","WEST UNION",38.7828,-83.5289,3846968,8331734
201902,133333,797800,2,2.3,"SW","WEST UNION",38.7753,-83.5585,3846518,8333510
201902,133333,797800,3,2.18,"WSW","WEST UNION",38.7931,-83.5695,3847586,8334170
201902,133333,797800,4,.34,"NNW","WEST UNION",38.8042,-83.5332,3848252,8331992
201901,132687,793973,1,16.01,"NW","NORTH JETTY",29.54,-94.9109,2932400,9454654
201901,132687,793974,1,25.04,"WSW","SARGENT",28.5911,-95.9826,2835466,9558956
201901,132689,793976,1,1.65,"E","ELLIOTT CORNER",37.47,-119.74,3728200,11944400
201901,132692,794669,1,3.07,"SE","BEVERLY HILLS",28.8859,-82.4274,2853154,8225644
201901,132692,794670,1,.2,"SW","CLEARWATER BEACH",27.9777,-82.8321,2758662,8249926
201901,132692,794930,1,2.82,"NNW","MEREDITHS",29.5071,-82.6397,2930426,8238382
201901,132692,794931,1,0,"N","CENTER HILL",28.65,-82,2839000,8200
201901,132692,794932,1,1.38,"S","BELSPUR",27.3,-82.45,2718000,8227000
201901,132692,794933,1,2.15,"ENE","ELLENTON",27.5313,-82.4973,2731878,8229838
201901,132794,794542,1,7.77,"NW","OLD TAMPA BAY",27.9126,-82.6856,2754756,8241136
201901,132794,794543,1,1.38,"S","LOWER TAMPA BAY",27.6,-82.65,2736000,8239000
201901,132794,794544,1,6.77,"W","LOWER TAMPA BAY",27.61,-82.76,2736600,8245600
201901,132794,794545,1,8.2,"NNE","OLD TAMPA BAY",27.9633,-82.54,2757798,8232400
201901,132794,794546,1,5.85,"W","MIDDLE TAMPA BAY",27.7685,-82.6257,2746110,8237542
201901,132794,794547,1,1.46,"SSE","LONGBOAT KEY",27.4015,-82.5586,2724090,8233516
201901,132805,803195,1,.59,"W","PLEASANT HILL",31.42,-85.68,3125200,8540800
201901,132805,803196,1,1.18,"W","LEVEL PLAINS",31.3,-85.78,3118000,8546800
201901,132805,803197,1,0,"N","LOWE ARMY HELIPORT",31.35,-85.75,3121000,8545000
201901,132806,803198,1,0,"N","SANDESTIN",30.37,-86.33,3022200,8619800
201901,132806,803199,1,3.05,"WNW","PONCE DE LEON",30.73,-85.98,3043800,8558800
201901,132806,803200,1,1.08,"SW","SWEET GUM HEAD",30.97,-85.9641,3058200,8557846
201901,132806,803200,2,1.57,"NNE","LEONIA",30.9304,-85.9984,3055824,8559904
201901,132806,803200,3,2.72,"NNW","HUDSON",30.8939,-85.9634,3053634,8557804
201901,132806,803200,4,1.68,"SW","NEW HOPE",30.9338,-85.8913,3056028,8553478
201901,133354,797911,5,.5,"WSW","BROOKPORT",37.117,-88.6383,377020,8838298
201901,133354,797913,1,0,"N","OLMSTED",37.18,-89.08,3710800,894800
201901,133354,797913,2,1.97,"ESE","NEW GRAND CHAIN",37.2349,-88.9896,3714094,8859376
201901,133354,797913,3,2.54,"SE","NEW GRAND CHAIN",37.2223,-88.9897,3713338,8859382
201901,133354,797913,4,.47,"SSE","OLMSTED",37.1742,-89.0757,3710452,894542
201901,133354,797914,1,2.42,"ESE","CAIRO",36.9807,-89.1434,3658842,898604
201901,133354,797914,2,.74,"ESE","CAIRO",36.9975,-89.1669,3659850,8910014
201901,133354,797914,3,1.25,"E","CAIRO",36.9997,-89.1573,3659982,899438
201901,133354,797914,4,2.5,"ESE","CAIRO",36.9876,-89.1374,3659256,898244
201901,133354,797916,1,0,"N","CAVE IN ROCK",37.47,-88.17,3728200,8810200
201901,133354,797916,2,.55,"SE","CAVE IN ROCK",37.4636,-88.164,3727816,889840
201901,133354,797916,3,1.35,"ESE","ELIZABETHTOWN",37.4433,-88.2768,3726598,8816608
201901,133354,797916,4,1.44,"ENE","ELIZABETHTOWN",37.4597,-88.2769,3727582,8816614
201901,133354,797935,1,0,"N","THEBES",37.22,-89.47,3713200,8928200
201901,133354,797935,2,.93,"SW","THEBES JCT",37.1889,-89.4595,3711334,8927570
201901,133354,797935,3,.49,"S","THEBES JCT",37.193,-89.4512,3711580,8927072
201901,133354,797935,4,.56,"ESE","THEBES",37.2157,-89.4615,3712942,8927690
201901,133354,797938,1,0,"N","MAUNIE",38.03,-88.05,381800,883000
201901,133354,797938,2,1.65,"E","MAUNIE",38.0258,-88.0201,381548,881206
201901,133354,797938,3,2.55,"S","RISING SUN",37.9632,-88.0289,3757792,881734
201901,133354,797938,4,1.81,"E","EMMA",37.9729,-88.067,3758374,884020
201901,133355,797941,1,1.74,"ESE","NEWBURGH",37.9425,-87.3894,3756550,8723364
201901,133355,797941,2,2.62,"SW","DAYVILLE",37.9283,-87.3593,3755698,8721558
201901,133355,797941,3,2.95,"SW","DAYVILLE",37.9248,-87.3637,3755488,8721822
201901,133355,797941,4,1.38,"ESE","NEWBURGH",37.9391,-87.3987,3756346,8723922
201901,133355,797942,1,0,"N","MT VERNON",37.93,-87.9,3755800,8754000
201901,133355,797942,2,.74,"NNE","HOVEY",37.91,-87.9252,3754600,8755512
201901,133355,797942,3,.92,"NE","HOVEY",37.9091,-87.9175,3754546,8755050
201901,133355,797942,4,.37,"SSE","MT VERNON",37.9247,-87.8986,3755482,8753916
201901,133356,797943,1,3.71,"W","UNIONTOWN",37.772,-87.9978,3746320,8759868
201901,133356,797943,2,2.81,"WNW","UNIONTOWN",37.7822,-87.9792,3746932,8758752
201901,133356,797943,3,.96,"W","UNIONTOWN",37.7709,-87.9475,3746254,8756850
201901,133356,797943,4,1.39,"WSW","UNIONTOWN",37.7639,-87.9542,3745834,8757252
201901,133356,797945,1,0,"N","SMITHLAND",37.13,-88.4,377800,8824000
201901,133356,797945,2,1.28,"W","SMITHLAND",37.132,-88.4232,377920,8825392
201901,133356,797945,3,2.69,"SSE","BIRDSVILLE",37.1852,-88.4279,3711112,8825674
201901,133356,797945,4,3.4,"SSE","BIRDSVILLE",37.1787,-88.4165,3710722,8824990
201901,133356,797946,1,.98,"ENE","ROWLANDTOWN",37.1055,-88.6137,376330,8836822
201901,133356,797946,2,2.15,"NW","CECIL",37.1236,-88.6953,377416,8841718
201901,133356,797946,3,1.95,"N","CECIL",37.1278,-88.6763,377668,8840578
201901,133356,797946,4,.98,"NNE","ROWLANDTOWN",37.1134,-88.6241,376804,8837446
201901,133356,797947,1,0,"N","PARADISE",37.27,-86.98,3716200,8658800
201901,133356,797947,2,.48,"NW","KNIGHTSBURG",37.2247,-86.9364,3713482,8656184
201901,133356,797947,3,.8,"N","SKILESVILLE",37.2316,-86.9208,3713896,8655248
201901,133356,797947,4,.9,"E","PARADISE",37.2682,-86.9638,3716092,8657828
201901,133357,797948,1,1.57,"SE","GULF JCT",37.2531,-89.531,3715186,8931860
201901,133357,797948,2,3.14,"ESE","GULF JCT",37.2515,-89.4979,3715090,8929874
201901,133357,797948,3,1.03,"SE","CAPE GIRARDEAU",37.2884,-89.5182,3717304,8931092
201901,133357,797948,4,1.01,"NE","GULF JCT",37.279,-89.5356,3716740,8932136
201901,133357,797949,1,1.64,"S","NEW MADRID",36.5763,-89.5322,3634578,8931932
201901,133357,797949,2,3.57,"SE","NEW MADRID",36.5695,-89.4781,3634170,8928686
201901,133357,797949,3,3.54,"ESE","NEW MADRID",36.5853,-89.4689,3635118,8928134
201901,133357,797949,4,1.2,"SE","NEW MADRID",36.5856,-89.518,3635136,8931080
201901,133358,797950,1,2.56,"ESE","CAIRO",36.9858,-89.1371,3659148,898226
201901,133358,797950,2,2.18,"ESE","CAIRO",36.9829,-89.1468,3658974,898808
201901,133358,797950,3,1.03,"ESE","CAIRO",36.9935,-89.1633,3659610,899798
201901,133358,797950,4,1.35,"E","CAIRO",36.9984,-89.1556,3659904,899336
201901,133358,797951,1,0,"N","SHAWNEETOWN",37.7,-88.13,3742000,887800
201901,133358,797951,2,2.67,"SW","SHAWNEETOWN",37.6708,-88.1619,3740248,889714
201901,133358,797951,3,2.34,"SSW","SHAWNEETOWN",37.6702,-88.1503,3740212,889018
201901,133358,797951,4,.35,"SSE","SHAWNEETOWN",37.6955,-88.1273,3741730,887638
201901,133358,797952,1,0,"N","GOLCONDA",37.37,-88.48,3722200,8828800
201901,133358,797952,2,1.85,"NE","TANSILL",37.319,-88.5063,3719140,8830378
201901,133358,797952,3,2.38,"NE","TANSILL",37.3203,-88.495,3719218,8829700
201901,133358,797952,4,.51,"SSE","GOLCONDA",37.3629,-88.4771,3721774,8828626
201901,133358,797953,1,0,"N","CAVE IN ROCK",37.47,-88.17,3728200,8810200
201901,133358,797953,2,1.03,"ENE","ELIZABETHTOWN",37.4554,-88.2824,3727324,8816944
201901,133358,797953,3,2.02,"E","ELIZABETHTOWN",37.4464,-88.2635,3726784,8815810
201901,133358,797953,4,.83,"SW","CAVE IN ROCK",37.4618,-88.1811,3727708,8810866
201901,133358,797954,1,0,"N","BROOKPORT",37.12,-88.63,377200,8837800
201901,133358,797954,2,0,"N","METROPOLIS",37.15,-88.73,379000,8843800
201901,133358,797954,3,.75,"S","METROPOLIS",37.1392,-88.7306,378352,8843836
201901,133358,797954,4,.41,"WSW","BROOKPORT",37.1173,-88.6366,377038,8838196
201901,133358,797955,1,0,"N","OLMSTED",37.18,-89.08,3710800,894800
201901,133358,797955,2,1.74,"SE","NEW GRAND CHAIN",37.2315,-88.9986,3713890,8859916
201901,133358,797955,3,2.52,"SSE","NEW GRAND CHAIN",37.2184,-88.9971,3713104,8859826
201901,133358,797955,4,.63,"ESE","OLMSTED",37.1758,-89.0698,3710548,894188
201901,133358,797956,1,.96,"E","MT CARMEL",38.4195,-87.7523,3825170,8745138
201901,133358,797956,2,1.84,"SSW","PATTON",38.4542,-87.7583,3827252,8745498
201901,133358,797956,3,1.89,"S","PATTON",38.453,-87.7445,3827180,8744670
201901,133358,797956,4,1.46,"ENE","MT CARMEL",38.4259,-87.744,3825554,8744640
201901,133358,797957,1,0,"N","MAUNIE",38.03,-88.05,381800,883000
201901,133358,797957,2,2.54,"SE","EMMA",37.9473,-88.0634,3756838,883804
201901,133358,797957,3,3.27,"ESE","EMMA",37.953,-88.044,3757180,882640
201901,133358,797957,4,.83,"SSE","RISING SUN",37.9888,-88.0245,3759328,881470
201901,133358,797958,1,2.31,"W","MURPHYSBORO",37.7665,-89.3721,3745990,8922326
201901,133358,797958,2,2.6,"WSW","MURPHYSBORO",37.7606,-89.376,3745636,8922560
201901,133358,797958,3,.67,"SW","MT CARBON",37.7444,-89.34,3744664,8920400
201901,133358,797958,4,.7,"W","MT CARBON",37.752,-89.3427,3745120,8920562
201901,133358,797959,1,.87,"E","CARMI",38.0803,-88.154,384818,889240
201901,133358,797959,2,1.88,"SE","BROWNSVILLE",38.009,-88.2279,38540,8813674
201901,133358,797959,3,2.44,"N","HERALD",38.0053,-88.181,38318,8810860
201901,133358,797959,4,1.93,"ESE","CARMI",38.071,-88.1364,384260,888184
201901,133359,797960,1,0,"N","EAST MT CARMEL",38.4,-87.73,3824000,8743800
201901,133359,797960,2,.35,"W","SKELTON",38.35,-87.7865,3821000,8747190
201901,133359,797960,3,1.51,"WNW","SKELTON",38.3613,-87.8038,3821678,8748228
201901,133359,797960,4,.83,"W","EAST MT CARMEL",38.3988,-87.7453,3823928,8744718
201901,133359,797961,1,0,"N","NEW HARMONY",38.13,-87.93,387800,8755800
201901,133359,797961,2,.95,"WSW","NEW HARMONY",38.1235,-87.9455,387410,8756730
