BEGIN_YEAR,BEGIN_MONTH,EVENT_ID,EVENT_TYPE,DAMAGE_PROPERTY,DAMAGE_CROPS,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,DEATH_TOLL,TOTAL_INJURIES
2019,03,803587,Thunderstorm Wind,0.0,0.0,METHAM,40.35,-81.95,40.35,-81.95,0,0
2019,03,803589,Thunderstorm Wind,0.0,0.0,KEENE,40.35,-81.87,40.35,-81.87,0,0
2019,03,803590,Thunderstorm Wind,0.0,0.0,DUNDEE,40.59,-81.63,40.59,-81.63,0,0
2019,03,803592,Thunderstorm Wind,0.0,0.0,HANOVERTON,40.73,-80.92,40.73,-80.92,0,0
2019,03,813654,Thunderstorm Wind,5.0,0.0,GAINESTOWN,31.45,-87.7,31.45,-87.7,0,0
2019,03,813711,Thunderstorm Wind,5.0,0.0,FREEMANVILLE,31.0433,-87.5171,31.0433,-87.5171,0,0
2019,03,806402,Thunderstorm Wind,0.0,0.0,PERRYVILLE,32.8655,-95.1582,32.8655,-95.1582,0,0
2019,03,803594,Thunderstorm Wind,0.0,0.0,NEW GARDEN,40.79,-80.89,40.79,-80.89,0,0
2019,03,803596,Thunderstorm Wind,0.0,0.0,WARSAW,40.31,-82.02,40.31,-82.02,0,0
2019,03,803598,Thunderstorm Wind,0.0,0.0,FRAYSZEBURG,40.12,-82.12,40.12,-82.12,0,0
2019,03,803601,Thunderstorm Wind,0.0,0.0,LONDONDERRY,40.15,-81.32,40.15,-81.32,0,0
2019,03,813845,Thunderstorm Wind,5.0,0.0,STEDMAN,31.1,-86.32,31.1,-86.32,0,0
2019,03,814634,Thunderstorm Wind,0.0,0.0,BEECHER,43.0567,-83.7338,43.0567,-83.7338,0,0
2019,03,814847,Thunderstorm Wind,0.0,0.0,DETROIT,34.03,-88.17,34.03,-88.17,0,0
2019,03,803605,Thunderstorm Wind,0.0,0.0,NEW CASTLE,41.0,-80.35,41.0,-80.35,0,0
2019,03,814849,Thunderstorm Wind,0.0,0.0,FERNBANK,33.59,-88.25,33.59,-88.25,0,0
2019,03,814854,Thunderstorm Wind,0.0,0.0,NATHAN,34.09,-87.2,34.09,-87.2,0,0
2019,03,814852,Thunderstorm Wind,0.0,0.0,GRAYSON,34.3,-87.36,34.3,-87.36,0,0
2019,03,812833,Thunderstorm Wind,0.0,0.0,SWEETWATER MUNI ARPT,32.45,-100.49,32.45,-100.49,0,0
2019,03,813621,Thunderstorm Wind,0.0,0.0,INDEPENDENCE,32.49,-86.69,32.49,-86.69,0,0
2019,03,814861,Thunderstorm Wind,0.0,0.0,ARLEY,34.07,-87.23,34.07,-87.23,0,0
2019,03,814866,Thunderstorm Wind,0.0,0.0,LOCUST FORK,33.9,-86.62,33.9,-86.62,0,0
2019,03,812834,Thunderstorm Wind,0.0,0.0,SWEETWATER MUNI ARPT,32.47,-100.47,32.47,-100.47,0,0
2019,03,812835,Thunderstorm Wind,0.0,0.0,ROSCOE,32.45,-100.51,32.45,-100.51,0,0
2019,03,812836,Thunderstorm Wind,0.0,0.0,EDITH,31.82,-100.65,31.82,-100.65,0,0
2019,03,812847,Thunderstorm Wind,0.0,0.0,ANSON,32.75,-99.95,32.75,-99.95,0,0
2019,03,812849,Thunderstorm Wind,0.0,0.0,STAMFORD,32.94,-99.8,32.94,-99.8,0,0
2019,03,812856,Thunderstorm Wind,0.0,0.0,WEINERT,33.35,-99.66,33.35,-99.66,0,0
2019,03,813622,Thunderstorm Wind,0.0,0.0,AUTAUGAVILLE,32.47,-86.71,32.47,-86.71,0,0
2019,03,814094,Thunderstorm Wind,0.0,0.0,KNOXVILLE,35.38,-93.36,35.38,-93.36,0,0
2019,03,814095,Thunderstorm Wind,0.0,0.0,LAMAR,35.44,-93.39,35.44,-93.39,0,0
2019,03,814098,Thunderstorm Wind,0.0,0.0,MT IDA,34.55,-93.63,34.55,-93.63,0,0
2019,03,814101,Thunderstorm Wind,0.0,0.0,VILONIA,35.08,-92.21,35.08,-92.21,0,0
2019,03,813457,Thunderstorm Wind,50.0,0.0,CHALYBEATE,37.1,-86.2,37.1,-86.2,0,0
2019,03,813458,Thunderstorm Wind,20.0,0.0,ARTHUR,37.17,-86.21,37.17,-86.21,0,0
2019,03,813460,Thunderstorm Wind,10.0,0.0,FRANKLIN,36.7,-86.59,36.7,-86.59,0,0
2019,03,813464,Thunderstorm Wind,0.0,0.0,CROPPER,38.34,-85.16,38.34,-85.16,0,0
2019,03,813459,Thunderstorm Wind,50.0,0.0,FLAT ROCK,36.6754,-86.5843,36.6543,-86.5895,0,0
2019,03,813461,Thunderstorm Wind,15.0,0.0,HIGHLAND SPGS,37.13,-86.02,37.13,-86.02,0,0
2019,03,813462,Thunderstorm Wind,25.0,0.0,HORSE CAVE,37.18,-85.91,37.18,-85.91,0,0
2019,03,813463,Thunderstorm Wind,0.0,0.0,SUMMERSVILLE,37.3257,-85.54299999999999,37.272,-85.5027,0,0
2019,03,802743,Thunderstorm Wind,10.0,0.0,AVONDALE,40.85,-81.38,40.85,-81.38,0,0
2019,03,802744,Thunderstorm Wind,10.0,0.0,LOUISVILLE,40.83,-81.26,40.83,-81.26,0,0
2019,03,812857,Thunderstorm Wind,0.0,0.0,THROCKMORTON,33.17,-99.19,33.17,-99.19,0,0
2019,03,812858,Thunderstorm Wind,0.0,0.0,SWEETWATER MUNI ARPT,32.45,-100.5,32.45,-100.5,0,0
2019,03,812859,Thunderstorm Wind,0.0,0.0,BALLINGER BRUCE ARPT,31.68,-99.97,31.68,-99.97,0,0
2019,03,812860,Thunderstorm Wind,0.0,0.0,SAN ANGELO,31.49,-100.44,31.49,-100.44,0,0
2019,03,811971,Thunderstorm Wind,1.0,0.0,AGGIE,35.8937,-90.6693,35.9023,-90.6609,0,0
2019,03,814839,Thunderstorm Wind,2.0,0.0,WAYNESBORO,35.2956,-87.7626,35.2956,-87.7626,0,0
