BEGIN_YEAR,BEGIN_MONTH,BEGIN_DAY,EVENT_ID,MONTH_NAME,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,FLOOD_CAUSE,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
2019,02,23,800073,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HOBSON,37.3857,-85.3793,37.3799,-85.3866
2019,02,23,800075,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,AMANDAVILLE,36.9186,-85.3361,36.6627,-85.18700000000001
2019,02,6,810111,February,Flash Flood,0,0,0,0,10.00K,0.00K,Heavy Rain,GAINESBORO ARPT,36.3962,-85.6334,36.3506,-85.6069
2019,02,24,807134,February,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,DANVILLE WILSON ARPT,40.7979,-91.3577,40.7015,-91.1157
2019,02,24,807135,February,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,WEVER,40.7268,-91.2215,40.6857,-91.12200000000001
2019,02,7,797176,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FILLMORE,39.1136,-81.95,39.0805,-81.9525
2019,02,12,797217,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,COAL GROVE,38.5,-82.64,38.5238,-82.6078
2019,02,12,797218,February,Flood,0,0,0,0,4.00K,0.00K,Heavy Rain,HUE,39.3907,-82.5117,39.3729,-82.2976
2019,02,12,797220,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,ALICE,39.0281,-82.4301,39.0011,-82.3132
2019,02,24,799803,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,FAYETTE ARPT,38.0316,-81.1011,38.0586,-80.9859
2019,02,25,799808,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,POINT PLEASANT ARPT,38.8932,-82.1422,38.8923,-82.0889
2019,02,14,798017,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HAVILAH,35.4884,-118.5258,35.4896,-118.525
2019,02,2,795400,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BADGER,36.6404,-119.0026,36.648,-119.0014
2019,02,2,795404,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NEW COALINGA AIRPORT,36.13,-120.27,36.1354,-120.2703
2019,02,1,801665,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SHAWNEETOWN,37.7,-88.13,37.7195,-88.0794
2019,02,1,801666,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GOLCONDA,37.37,-88.48,37.3615,-88.4783
2019,02,11,803147,February,Flood,0,0,0,0,30.00K,0.00K,Heavy Rain,GOLCONDA,37.37,-88.48,37.12,-88.45
2019,02,12,803089,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HEBBARDSVILLE,37.77,-87.37,37.8025,-87.7745
2019,02,2,805385,February,Flash Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,HARRISBURG,36.4085,-117.2816,36.4081,-117.2728
2019,02,2,805386,February,Flash Flood,0,0,1,0,100.00K,0.00K,Heavy Rain,JOSHUA TREE ARPT,34.1065,-116.1991,34.0957,-116.465
2019,02,2,808430,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CHINESE CAMP,37.87,-120.43,37.8721,-120.4325
2019,02,4,808432,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ANITA,39.81,-121.92,39.8115,-121.9072
2019,02,23,800078,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LEWISBURG,36.9799,-86.9468,36.9931,-86.9508
2019,02,23,800080,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WHITTLE,37.0029,-84.9874,37.1219,-85.0096
2019,02,6,810122,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PLEASANT SHADE,36.4079,-85.9306,36.4109,-85.9296
2019,02,14,809078,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,BEAVER CREEK,34.67,-111.67,34.5583,-111.8428
2019,02,20,808867,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BLUEFIELD,37.2624,-81.2822,37.2697,-81.2847
2019,02,20,808868,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CEDAR BLUFF,37.08,-81.77,37.0804,-81.7784
2019,02,12,797221,February,Flood,0,0,0,0,4.00K,0.00K,Heavy Rain,EAGLEPORT,39.7372,-81.9476,39.6,-81.839
2019,02,13,797222,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,FLOODWOOD,39.3884,-82.1866,39.4027,-82.1026
2019,02,12,797225,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,MACKSBURG,39.6483,-81.4783,39.5044,-81.4519
2019,02,14,798018,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CATHEYS VLY,37.43,-120.1,37.4312,-120.0985
2019,02,2,795405,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HURON,36.2561,-120.1022,36.2685,-120.1016
2019,02,1,801667,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ELIZABETHTOWN,37.45,-88.3,37.4402,-88.3003
2019,02,1,801668,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,METROPOLIS,37.15,-88.73,37.1302,-88.6428
2019,02,1,801669,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OLMSTED,37.18,-89.08,37.1716,-89.0745
2019,02,1,801670,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CAIRO,36.9853,-89.133,37.0006,-89.1578
2019,02,1,801671,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MAUNIE,38.03,-88.05,38.0295,-88.0223
2019,02,1,801672,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,COWLING,38.305,-87.9039,38.3962,-87.78200000000001
2019,02,7,797070,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BOLIVAR,37.6418,-93.4208,37.6422,-93.4208
2019,02,7,797071,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NEMO,37.89,-93.25,37.8896,-93.2463
2019,02,10,803094,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LIVERMORE,37.4941,-87.1277,37.559,-87.27
2019,02,9,803096,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PARADISE,37.2397,-86.9879,37.3343,-87.1517
2019,02,14,805409,February,Flash Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,SIGNAL,34.5639,-113.5783,34.6418,-113.5764
2019,02,14,805416,February,Flash Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,CONE SPGS,34.9092,-113.5415,34.9117,-113.5429
2019,02,14,805417,February,Flash Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,WIKIEUP,34.74,-113.6,34.8528,-113.6274
2019,02,14,805418,February,Flash Flood,0,0,0,0,50.00K,0.00K,Heavy Rain,YUCCA VLY ARPT,34.1144,-116.3697,34.0324,-116.568
2019,02,14,805430,February,Flash Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,HARRISBURG,36.2633,-117.1955,36.2662,-117.1962
2019,02,14,805431,February,Flash Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,DEEP SPGS,37.2365,-117.7917,37.3094,-117.7861
2019,02,14,805433,February,Flash Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,RED ROCK CANYON,36.1164,-115.4579,36.1192,-115.4588
2019,02,14,805435,February,Flash Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,WANN,36.2172,-115.0949,36.2174,-115.0931
2019,02,23,806329,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JONESBORO,35.8589,-90.7018,35.8327,-90.7134
2019,02,4,808296,February,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,HOUSTON,43.769,-91.57799999999999,43.7682,-91.5698
2019,02,4,808301,February,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,ROCKVILLE,42.7381,-90.6433,42.7384,-90.6475
2019,02,5,808300,February,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,BELL CENTER,43.3195,-90.8497,43.3225,-90.8457
2019,02,4,808434,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WILLOWS,39.52,-122.14,39.5256,-122.1391
2019,02,4,808435,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WILLOWS,39.53,-122.21,39.5344,-122.2112
2019,02,23,800081,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WAGO,36.69,-85.17,36.6899,-85.1732
2019,02,23,800082,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CARTERSVILLE,37.51,-84.39,37.5158,-84.3997
2019,02,6,809855,February,Flash Flood,0,0,0,0,1.00M,0.00K,Heavy Rain,RICHLAND,36.1276,-86.86,36.109,-86.8376
2019,02,20,808876,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PISGAH,37.14,-81.58,37.1417,-81.5784
2019,02,20,808877,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HOCKMAN,37.24,-81.31,37.2409,-81.3021
2019,02,12,797226,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,RELIEF,39.586999999999996,-81.6827,39.4934,-81.6987
2019,02,12,797231,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,SALEM HALL,39.5683,-81.0784,39.461999999999996,-81.2215
2019,02,20,799689,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,GLENDALE,38.5691,-82.7414,38.4095,-82.5459
2019,02,20,799693,February,Flood,0,0,0,0,4.00K,0.00K,Heavy Rain,SAND FORK,38.6896,-82.4655,38.678000000000004,-82.34700000000001
2019,02,14,798019,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Burn Area,KERNVALE,35.6087,-118.4845,35.6086,-118.4831
2019,02,21,800350,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,LIRIM,33.0411,-112.166,33.118,-112.1731
2019,02,1,801675,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CARMI MUNI ARPT,38.1011,-88.1681,38.0751,-88.145
2019,02,1,801673,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PETERSBURG,38.5089,-87.2977,38.5013,-87.2759
2019,02,1,801674,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HAZLETON,38.4937,-87.5383,38.4868,-87.5263
2019,02,1,801676,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NEWBURGH,37.9408,-87.3852,37.9295,-87.3775
2019,02,1,801677,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MT VERNON,37.93,-87.9,37.9245,-87.9088
2019,02,1,801678,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,EAST MT CARMEL,38.4066,-87.7441,38.3576,-87.8081
2019,02,7,797073,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SLAGLE,37.5528,-93.3766,37.5525,-93.3737
2019,02,7,797074,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MAMMOTH,36.54,-92.4,36.5368,-92.3991
2019,02,7,797076,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OLGA,37.09,-92.92,37.0944,-92.9165
2019,02,19,799110,February,Flash Flood,0,0,0,0,10.00K,0.00K,Heavy Rain,COILA,33.44,-89.97,33.4411,-89.964
2019,02,19,799111,February,Flash Flood,0,0,0,0,25.00K,0.00K,Heavy Rain,CARROLLTON,33.51,-89.92,33.5122,-89.9244
2019,02,10,803105,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WICKLIFFE,36.97,-89.08,36.9386,-89.0782
2019,02,10,803112,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BERKELEY,36.7659,-89.1141,36.8936,-89.065
2019,02,23,806330,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JONESBORO,35.8313,-90.715,35.7796,-90.7245
2019,02,23,806331,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BIRDEYE,35.3346,-90.7147,35.3115,-90.7204
2019,02,7,806487,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JONES MILLS,40.09,-79.34,40.0938,-79.34899999999999
2019,02,8,806489,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HIGHHOUSE,39.8628,-79.8462,39.8627,-79.8372
2019,02,8,806490,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ROGERSVILLE,39.8757,-80.2813,39.8739,-80.2835
2019,02,6,809845,February,Flash Flood,0,0,0,0,5.00K,0.00K,Heavy Rain,CAIRO BEND,36.2681,-86.3982,36.1839,-86.3558
2019,02,23,800083,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FRANKLIN,36.75,-86.59,36.7466,-86.5979
2019,02,23,800084,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,UNION CITY,37.78,-84.24,37.7537,-84.2058
2019,02,1,809156,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RIVERSIDE,35.2736,-91.2425,35.2631,-91.2435
2019,02,1,809399,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,AUGUSTA,35.2942,-91.4177,35.2716,-91.4273
2019,02,21,810497,February,Flash Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,GREENVILLE,33.42,-91.06,33.4228,-91.0137
2019,02,21,799729,February,Flash Flood,0,0,0,0,40.00K,0.00K,Heavy Rain,FUTHEYVILLE,33.78,-89.8,33.7772,-89.8342
2019,02,22,799736,February,Flash Flood,0,0,0,0,8.00K,0.00K,Heavy Rain,MOORHEAD,33.4187,-90.5128,33.4773,-90.5074
2019,02,22,808956,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FT CHISWELL,36.95,-80.9,36.9499,-80.9057
2019,02,23,808968,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WHITE GATE,37.1615,-80.8674,37.1607,-80.8672
2019,02,21,799793,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,MACKSBURG,39.6439,-81.4706,39.6053,-81.4712
2019,02,20,799794,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,SUMNER,39.1181,-81.9222,39.0606,-81.9756
2019,02,21,799797,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,RELIEF,39.5867,-81.6879,39.5779,-81.4978
2019,02,24,799715,February,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,PROCTORVILLE,38.4366,-82.3728,38.4624,-82.3676
2019,02,14,798020,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HURON,36.257,-120.1015,36.2678,-120.1017
2019,02,1,801679,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NEW HARMONY,38.13,-87.93,38.123000000000005,-87.9419
2019,02,7,801925,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HARRISBURG,37.7505,-88.5759,37.7701,-88.529
2019,02,7,801921,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JONESBORO,37.4477,-89.2695,37.4696,-89.2529
2019,02,7,801924,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CARBONDALE,37.72,-89.2383,37.6741,-89.2376
2019,02,7,797078,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MANSFIELD,37.1652,-92.5269,37.1654,-92.5287
2019,02,7,797079,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RAYBORN,37.31,-92.4,37.3123,-92.40299999999999
2019,02,7,797081,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PRESCOTT,37.4526,-91.9154,37.4531,-91.9167
2019,02,11,803113,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,COLUMBUS,36.77,-89.1,36.7574,-89.0476
2019,02,11,803116,February,Flood,0,0,0,0,20.00K,0.00K,Heavy Rain,HICKMAN,36.57,-89.18,36.5323,-89.2867
2019,02,8,806492,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FORDYCE,39.8713,-80.0889,39.8723,-80.0809
2019,02,8,806495,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,REES MILL,39.91,-80.22,39.9108,-80.2222
2019,02,8,806496,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LATROBE,40.2956,-79.3777,40.2986,-79.3713
2019,02,24,809111,February,Flash Flood,0,0,0,0,20.00K,0.00K,Ice Jam,NORTH TONAWANDA,43.0363,-78.8998,43.0586,-78.9456
2019,02,24,809112,February,Flash Flood,0,0,0,0,5.00K,0.00K,Ice Jam,TONAWANDA,43.0239,-78.8877,43.0206,-78.8961
2019,02,6,809851,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CENTERVILLE,36.3047,-86.2198,36.2963,-86.2213
2019,02,23,800085,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MILLTOWN,37.13,-85.4,37.1175,-85.3872
2019,02,23,800086,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WINDSOR,37.1633,-84.8826,37.1445,-84.8858
2019,02,14,809581,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LINCOLN MUNI ARPT,38.93,-121.38,38.9307,-121.3746
2019,02,1,809400,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WATKINS,35.1388,-91.4597,35.1096,-91.45200000000001
2019,02,1,809401,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CLARENDON,34.6999,-91.3637,34.656,-91.34200000000001
2019,02,23,808973,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,SPRINGWOOD,37.5774,-79.7523,37.5806,-79.7379
2019,02,23,808984,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MAYBROOK,37.2972,-80.5828,37.2983,-80.5775
2019,02,15,798021,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,(FAT) AIR TERMINAL,36.7576,-119.7185,36.7576,-119.7181
2019,02,22,801079,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,TORTILLA FLAT,33.5108,-111.3529,33.5456,-111.3524
2019,02,7,801948,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BELKNAP,37.98,-87.68,37.9863,-87.6795
2019,02,7,797082,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,POTTERSVILLE,36.6804,-92.0576,36.6801,-92.0572
2019,02,7,797084,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ANN,37.04,-92.19,37.0383,-92.1913
2019,02,7,797085,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LANTON,36.52,-91.74,36.516999999999996,-91.742
2019,02,8,803923,February,Flood,0,0,0,0,10.00K,0.00K,Heavy Rain,EAST MT CARMEL,38.4,-87.73,38.4105,-87.73899999999999
2019,02,6,805900,February,Flash Flood,0,0,0,0,0.00K,0.00K,Ice Jam,LORENZO,41.3435,-88.1999,41.324,-88.1939
2019,02,6,805995,February,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,KANKAKEE,41.1047,-87.8389,41.0875,-87.8342
2019,02,6,805996,February,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,KANKAKEE GTR ARPT,41.0489,-87.8506,41.0483,-87.851
2019,02,8,806497,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HAHNTOWN,40.33,-79.72,40.3309,-79.7097
2019,02,8,806499,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WILPEN,40.3206,-79.1798,40.3228,-79.1971
2019,02,6,806483,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PADEN CITY,39.5923,-80.8927,39.5876,-80.8945
2019,02,26,798757,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,STEWART HGTS,29.7486,-94.9427,29.691999999999997,-95.1192
2019,02,7,807322,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HARMONY,36.11,-93.71,36.1075,-93.7086
2019,02,7,807324,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JOHNSON,36.1018,-94.1977,36.1164,-94.1956
2019,02,8,804864,February,Flood,0,0,0,0,1.00K,0.00K,Ice Jam,BALLSTON SPA,43.0086,-73.8439,43.0086,-73.8441
2019,02,6,809844,February,Flash Flood,0,0,0,0,50.00K,0.00K,Heavy Rain,MT JULIET,36.169000000000004,-86.5736,36.1668,-86.5314
2019,02,23,800087,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ESTES,36.9729,-85.486,36.9244,-85.6808
2019,02,23,800088,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CHICKEN BRISTLE,37.51,-84.77,37.5129,-84.7788
2019,02,14,809559,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LOS MOLINOS,40.03,-122.1,40.0269,-122.1014
2019,02,14,809557,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ESPARTO,38.69,-122.02,38.6845,-122.0035
2019,02,14,809565,February,Flood,1,0,0,0,0.00K,0.00K,Heavy Rain,MAYHEW,38.53,-121.24,38.5295,-121.2455
2019,02,15,809584,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DAYTON,39.62,-121.97,39.6145,-121.9783
2019,02,14,809583,February,Flood,0,0,0,0,100.00K,0.00K,Heavy Rain,CRAIG,39.32,-121.6,39.3219,-121.5909
2019,02,23,808996,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DANVILLE,36.58,-79.43,36.5804,-79.4264
2019,02,15,798022,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NAVELENCIA,36.716,-119.3529,36.7162,-119.3466
2019,02,20,797880,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CREEKMORE,36.65,-84.35,36.6511,-84.3472
2019,02,7,797086,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RAT,37.38,-91.2,37.378,-91.1948
2019,02,8,803925,February,Flood,0,0,0,0,10.00K,0.00K,Heavy Rain,NEW HARMONY,38.13,-87.93,38.02,-87.98
2019,02,8,803939,February,Flood,0,0,0,0,10.00K,0.00K,Heavy Rain,EAST MT CARMEL,38.4,-87.73,38.4151,-87.7337
2019,02,8,803944,February,Flood,0,0,0,0,20.00K,0.00K,Heavy Rain,PETERSBURG,38.5,-87.28,38.5304,-87.2573
2019,02,20,802927,February,Flood,0,0,0,0,5.00K,0.00K,Heavy Rain,CLINTON,36.67,-88.9439,36.73,-88.92
2019,02,20,802928,February,Flood,0,0,0,0,20.00K,0.00K,Heavy Rain,PADUCAH,37.08,-88.6663,37.0391,-88.6813
2019,02,20,802940,February,Flood,0,0,0,0,15.00K,0.00K,Heavy Rain,HICKMAN,36.57,-89.2,36.5635,-89.1936
2019,02,6,806484,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MOUNDSVILLE,39.9103,-80.7168,39.9054,-80.7146
2019,02,6,806485,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MC MECHEN,39.9762,-80.7236,39.9798,-80.7282
2019,02,6,806476,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HARRIETSVILLE,39.6312,-81.3621,39.6238,-81.3601
2019,02,11,807327,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LAVACA,35.3812,-94.1173,35.3785,-94.1012
2019,02,7,807321,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,VIAN,35.5307,-94.9323,35.5331,-94.9272
2019,02,13,809546,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CHICO RANCHAERO ARPT,39.73,-121.94,39.7257,-121.9406
2019,02,23,800089,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BUFFALO,37.5055,-85.7231,37.5075,-85.71700000000001
2019,02,24,800090,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HODGENVILLE,37.5831,-85.7146,37.5925,-85.7246
2019,02,26,810000,February,Flood,0,0,0,0,80.00K,0.00K,Heavy Rain,CRAIG,39.32,-121.59,39.3127,-121.5932
2019,02,26,809995,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KISKA,40.07,-122.15,40.0666,-122.1516
2019,02,24,808999,February,Flood,0,0,0,0,0.00K,6.00K,Heavy Rain / Snow Melt,GLEN LYN,37.37,-80.85,37.3691,-80.8528
2019,02,23,809006,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,RADFORD,37.1233,-80.595,37.1279,-80.5963
2019,02,22,798340,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SUFFOLK,32.6603,-94.9991,32.6598,-94.9991
2019,02,15,798023,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,EXETER,36.327,-119.1403,36.3273,-119.1369
2019,02,20,797884,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WEST PRESTONSBURG,37.6851,-82.8088,37.687,-82.807
2019,02,20,797885,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GARTH,37.5757,-82.7671,37.5764,-82.7671
2019,02,20,797892,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BOONE HGTS,36.8511,-83.8532,36.8513,-83.853
2019,02,20,797893,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SWAN LAKE,36.8139,-83.9243,36.8184,-83.9182
2019,02,20,797897,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RITCHIE,37.3084,-83.0776,37.3085,-83.0769
2019,02,20,797899,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WALTERSVILLE,37.8571,-83.9362,37.8571,-83.9356
2019,02,20,797900,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MAPLESVILLE,37.1441,-84.012,37.145,-84.0104
2019,02,20,797901,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LILY,37.0064,-84.08200000000001,37.0076,-84.0813
2019,02,20,797902,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BEVERLY,36.9143,-83.5398,36.9145,-83.5394
2019,02,20,797966,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ROUNDSTONE,37.4453,-84.3226,37.4455,-84.3227
2019,02,20,797967,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RENFRO VLY,37.39,-84.34,37.3882,-84.3384
2019,02,20,799114,February,Flash Flood,0,0,0,0,3.00K,0.00K,Heavy Rain,MC CUTCHEON,33.22,-90.97,33.2202,-90.9622
2019,02,20,799378,February,Flash Flood,0,0,0,0,4.00K,0.00K,Heavy Rain,INDIANOLA,33.45,-90.64,33.4567,-90.6443
2019,02,20,799208,February,Flash Flood,0,0,0,0,10.00K,0.00K,Heavy Rain,NORTH CARROLLTON,33.5144,-89.9366,33.5833,-89.8948
2019,02,13,803916,February,Flood,0,0,0,0,15.00K,0.00K,Heavy Rain,EVANSVILLE,37.925,-87.4889,37.9133,-87.4934
2019,02,23,802945,February,Flash Flood,0,0,0,0,50.00K,0.00K,Heavy Rain,LYNN GROVE,36.6076,-88.4565,36.7008,-88.3609
2019,02,23,802946,February,Flash Flood,0,0,0,0,25.00K,0.00K,Heavy Rain,CADIZ,36.8259,-87.8577,36.9056,-87.9512
2019,02,6,806477,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WHIGVILLE,39.8665,-81.3239,39.863,-81.3242
