BEGIN_YEAR,BEGIN_MONTH,BEGIN_DAY,EVENT_ID,MONTH_NAME,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,FLOOD_CAUSE,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
2019,02,14,800014,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HAIKU,20.9177,-156.3282,20.921999999999997,-156.3141
2019,02,23,800018,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KURTISTOWN,19.5721,-155.029,19.5738,-155.0273
2019,01,24,809140,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,TREMONT,38.8459,-77.2383,38.8467,-77.2375
2019,01,24,809141,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,VALE,38.9108,-77.363,38.9119,-77.3642
2019,01,24,809142,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CLARKS CROSSING,38.9182,-77.3015,38.9159,-77.2967
2019,01,24,809143,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KENMORE,38.926,-77.2661,38.9249,-77.2639
2019,01,24,809144,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MT VERNON,38.7144,-77.1073,38.7147,-77.1072
2019,01,24,809134,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CLIFTON,38.7979,-77.3557,38.7981,-77.3542
2019,01,24,809135,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DONOVANS CORNER,38.77,-77.31,38.7706,-77.3088
2019,01,24,809139,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BURKE,38.7883,-77.2665,38.7877,-77.2658
2019,01,20,809113,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BLAIRTON,39.4485,-77.9266,39.3797,-77.9289
2019,01,20,809114,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,YORKSHIRE,38.7869,-77.4344,38.7955,-77.4393
2019,01,24,809116,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,YORKSHIRE,38.7869,-77.4342,38.7953,-77.4392
2019,01,24,809125,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BRISTOW,38.7321,-77.5324,38.7263,-77.5322
2019,01,24,809151,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ILDA,38.8478,-77.2477,38.8455,-77.2474
2019,01,24,809152,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CATHARPIN,38.8395,-77.5425,38.8394,-77.5401
2019,01,24,809153,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CATHARPIN,38.8501,-77.59100000000001,38.8511,-77.5927
2019,01,24,809154,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CLARKS CROSSING,38.9306,-77.3059,38.9295,-77.3059
2019,01,24,809155,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MT ZION,39.2136,-77.09100000000001,39.2149,-77.0899
2019,03,13,802275,March,Flash Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,DERMOTT,33.53,-91.43,33.5299,-91.4422
2019,01,20,793439,January,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,HUTTONSVILLE,38.7202,-80.0064,38.8074,-79.907
2019,01,16,805121,January,Flash Flood,0,0,0,0,20.00K,10.00K,Heavy Rain / Burn Area,EL CERRITO,33.7953,-117.5375,33.7074,-117.4573
2019,01,24,796427,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FINDLAY,41.03,-83.65,41.0414,-83.6481
2019,01,23,796422,January,Flash Flood,0,0,0,0,50.00K,0.00K,Ice Jam,VERMILION,41.42,-82.37,41.3939,-82.334
2019,01,23,796423,January,Flood,0,0,0,0,20.00K,0.00K,Ice Jam,LAKE LINE,41.6722,-81.4372,41.6606,-81.4228
2019,01,24,796424,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,BRACEVILLE,41.2459,-80.9591,41.2328,-80.9673
2019,01,24,796425,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,LA RUE,40.58,-83.32,40.5851,-83.3887
2019,01,1,803595,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DANVILLE,35.0615,-93.3954,35.0596,-93.4011
2019,01,4,803599,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,DANVILLE,35.0618,-93.3943,35.058,-93.4018
2019,01,1,797942,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MT VERNON,37.93,-87.9,37.9247,-87.8986
2019,01,1,797943,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,UNIONTOWN,37.772,-87.9978,37.7639,-87.9542
2019,01,4,797945,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SMITHLAND,37.13,-88.4,37.1787,-88.4165
2019,01,1,797946,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ROWLANDTOWN,37.1055,-88.6137,37.1134,-88.6241
2019,01,1,797947,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PARADISE,37.27,-86.98,37.2682,-86.9638
2019,01,2,797948,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GULF JCT,37.2531,-89.531,37.279,-89.5356
2019,01,4,797949,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NEW MADRID,36.5763,-89.5322,36.5856,-89.51799999999999
2019,01,1,803607,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CAMDEN,33.5964,-92.8368,33.5634,-92.8146
2019,01,4,803609,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ARKADELPHIA,34.1306,-93.0523,34.1025,-93.0472
2019,01,5,803614,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HOUSTON,35.0185,-92.735,35.004,-92.7356
2019,01,4,803616,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RIVERSIDE,35.2766,-91.2443,35.2611,-91.2472
2019,01,3,803619,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,AUGUSTA,35.2943,-91.4192,35.2729,-91.4253
2019,01,12,803687,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CLARENDON,34.7012,-91.3361,34.6609,-91.3246
2019,01,16,803688,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RIVERSIDE,35.2764,-91.2459,35.2614,-91.2485
2019,01,24,803693,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CAMDEN,33.6009,-92.8384,33.5599,-92.8224
2019,01,25,803698,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WATKINS,35.1421,-91.4597,35.108000000000004,-91.4578
2019,03,9,800882,March,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,VERNON,38.7074,-82.6616,38.6078,-82.7288
2019,01,25,798029,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,UNIONTOWN,37.7736,-87.9418,37.7782,-87.9824
2019,01,26,798030,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RAGLAND,37.17,-88.9,37.0945,-88.6083
2019,01,2,797941,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NEWBURGH,37.9425,-87.3894,37.9391,-87.3987
2019,01,24,798031,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PARADISE,37.27,-86.98,37.2468,-86.9506
2019,01,9,802220,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,MOORE,43.73,-113.37,43.6788,-113.2992
2019,01,23,798032,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SILVA,37.1844,-90.5058,37.1847,-90.48700000000001
2019,01,16,802185,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,HOPLAND,38.97,-123.11,38.9716,-123.11
2019,01,16,802186,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ALBION,39.19,-123.72,39.1898,-123.7229
2019,01,16,802190,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PHILLIPSVILLE,40.2,-123.77,40.1986,-123.7705
2019,01,16,802191,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WEOTT,40.33,-123.93,40.3295,-123.9289
2019,01,16,802193,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GASQUET,41.85,-123.9,41.8515,-123.898
2019,01,24,801384,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,CONNELLY,41.8995,-74.0235,41.9,-74.0203
2019,01,24,801386,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,EAST HILLSDALE,42.1814,-73.4989,42.178000000000004,-73.5217
2019,01,20,802195,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FIELDS LNDG,40.72,-124.18,40.7207,-124.1799
2019,01,20,802196,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BEATRICE,40.67,-124.2,40.6727,-124.2003
2019,01,20,802199,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BAYSIDE,40.8367,-124.0708,40.8371,-124.0715
2019,01,24,801387,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,SARATOGA SPGS,43.0765,-73.8368,43.077,-73.8342
2019,01,25,801388,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,GREENDALE,42.2208,-73.82300000000001,42.2485,-73.7926
2019,01,17,802498,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,NAGUABO,18.2186,-65.7818,18.2143,-65.7745
2019,01,24,801391,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,COILA,43.0293,-73.4027,43.0294,-73.3995
2019,01,24,801392,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,GREENWICH,43.0645,-73.5088,43.0643,-73.5032
2019,01,24,801393,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,FT EDWARD,43.27,-73.58,43.2703,-73.5757
2019,01,24,801394,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,WEST HEBRON,43.256,-73.375,43.2565,-73.3702
2019,01,24,801395,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,SHUSHAN,43.098,-73.377,43.0975,-73.3746
2019,01,24,801396,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,EAGLEVILLE,43.1037,-73.2933,43.1031,-73.2866
2019,01,24,801399,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,SCHAGHTICOKE ARPT,42.9394,-73.6364,42.941,-73.6336
2019,01,24,801660,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,NORTH ADAMS JCT,42.4595,-73.1902,42.4596,-73.1881
2019,01,24,802962,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,GRANVILLE,43.4061,-73.263,43.4065,-73.2623
2019,01,24,802963,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,OAK HILL,42.9582,-73.4351,42.958999999999996,-73.4329
2019,01,15,799118,January,Flash Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,GLADDEN,33.6323,-113.3288,33.5868,-113.1722
2019,01,16,800796,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,TALMAGE,39.07,-123.16,39.0685,-123.1554
2019,01,24,801383,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,CAMBRIDGE,43.0236,-73.3647,43.0266,-73.3637
2019,03,30,807731,March,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CINCINNATI,39.1,-84.53,39.0999,-84.5348
2019,03,30,807732,March,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,STUBBS MILLS,39.39,-84.17,39.3902,-84.1675
2019,03,30,807735,March,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BRENT,39.0574,-84.4356,39.0575,-84.4339
2019,01,24,795305,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BROOKVILLE,39.4242,-85.066,39.426,-85.064
2019,01,24,795306,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BROOKVILLE,39.4159,-85.0463,39.4169,-85.0431
2019,01,24,795307,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BLOOMING GROVE,39.458,-85.0663,39.4578,-85.0641
2019,01,24,795308,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ANDERSONVILLE,39.4868,-85.2559,39.4862,-85.2549
2019,03,30,807736,March,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SUGARTIT,38.9682,-84.6611,38.9686,-84.6589
2019,01,14,793714,January,Flash Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,HARRISBURG,36.3982,-117.2815,36.3984,-117.28
2019,01,17,793718,January,Flash Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,KEELER,36.4396,-117.8471,36.4515,-117.8273
2019,01,17,793719,January,Flash Flood,0,0,0,0,1.00K,0.00K,Heavy Rain,OLANCHA,36.2866,-118.0131,36.2883,-118.0093
2019,01,17,797384,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SAN FRANCISCO,37.7641,-122.3922,37.7642,-122.3922
2019,01,24,801385,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,NORTH GERMANTOWN,42.1538,-73.8761,42.1552,-73.88
2019,01,24,801398,January,Flood,0,0,0,0,10.00K,0.00K,Heavy Rain / Snow Melt,LATHAM,42.7501,-73.7631,42.7508,-73.7503
2019,01,24,802961,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,EAST WHITEHALL,43.5291,-73.3895,43.5233,-73.3909
2019,01,6,795945,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CHEMEKETA PARK,37.173,-121.992,37.1728,-121.992
2019,01,1,797914,January,Flood,0,0,0,0,5.00K,0.00K,Heavy Rain,CAIRO,36.9807,-89.1434,36.9876,-89.1374
2019,01,24,801404,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,WEST BRATTLEBORO,42.8537,-72.5937,42.8504,-72.5942
2019,01,24,801611,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,LONDONDERRY,43.2362,-72.7984,43.2359,-72.7963
2019,02,1,801680,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CECIL,37.1277,-88.6812,37.1239,-88.6935
2019,02,1,801681,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,RALEIGH,37.7515,-88.03,37.7706,-87.9634
2019,02,7,801922,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BONE GAP,38.45,-88.0,38.455,-88.0811
2019,01,23,803200,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SWEET GUM HEAD,30.97,-85.9641,30.9768,-85.9218
2019,01,6,796049,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CHIANTI,38.7123,-122.9762,38.7122,-122.9763
2019,01,7,796413,January,Flood,0,0,1,0,0.00K,0.00K,Heavy Rain,ROSELAND,38.4367,-122.7251,38.4367,-122.725
2019,02,14,800004,February,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PUNALUU,21.6035,-157.8999,21.6033,-157.8996
2019,01,24,801616,January,Flood,0,0,0,0,5.00K,0.00K,Heavy Rain / Snow Melt,NORTH RUPERT,43.3084,-73.17399999999999,43.3091,-73.1458
2019,01,24,801626,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,WEST ARLINGTON,43.1062,-73.2167,43.1055,-73.2092
2019,01,24,801628,January,Flood,0,0,0,0,30.00K,0.00K,Heavy Rain / Snow Melt,SANDGATE,43.1268,-73.2045,43.1263,-73.1945
2019,01,3,801389,January,Flood,0,0,0,0,10.00K,0.00K,Heavy Rain,CAMDEN,32.7366,-89.8475,32.7308,-89.8515
2019,01,3,801390,January,Flood,0,0,0,0,10.00K,0.00K,Heavy Rain,CANTON,32.6116,-90.0497,32.6103,-90.0554
2019,01,6,804959,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WOODLAND,38.68,-121.8,38.6754,-121.8013
2019,02,6,801946,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PETTIT,37.7,-87.12,37.6934,-87.12299999999999
2019,02,6,801947,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ANTHOSTON,37.78,-87.51,37.7764,-87.4964
2019,02,7,802913,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WAYNE CITY,38.35,-88.58,38.3099,-88.5373
2019,01,19,805675,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,CLEARWATER,42.2064,-98.2278,42.1767,-98.2402
2019,01,19,805676,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,CLEARWATER,42.1877,-98.1767,42.159,-98.1862
2019,01,17,793383,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KERN JCT,35.3528,-118.9812,35.3523,-118.9813
2019,01,17,793384,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BODFISH,35.6027,-118.486,35.6028,-118.4861
2019,01,6,796050,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SUNNYVALE,37.3976,-122.0119,37.3976,-122.0121
2019,01,6,796051,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BAUMBERG,37.6428,-122.0953,37.6426,-122.0953
2019,01,6,796052,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WILFRED,38.3502,-122.7213,38.3501,-122.7213
2019,01,6,796053,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,YOUNTVILLE,38.4277,-122.3414,38.4275,-122.3413
2019,01,24,801652,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain / Snow Melt,SUNDERLAND,43.1151,-73.0995,43.1211,-73.0903
2019,01,3,801381,January,Flood,0,0,0,0,35.00K,0.00K,Heavy Rain,LITTLE YAZOO,32.7369,-90.3568,32.7337,-90.3595
2019,01,3,801382,January,Flood,0,0,0,0,35.00K,0.00K,Heavy Rain,MECHANICSBURG,32.6268,-90.5735,32.641,-90.5942
2019,01,3,801397,January,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,FOULES,31.8236,-91.6399,31.8238,-91.6449
2019,01,24,803694,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,RIVERSIDE ARPT,43.7583,-71.6868,43.7594,-71.6843
2019,01,24,803686,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,NORTH CHICHESTER,43.25,-71.38,43.2436,-71.3696
2019,01,6,804961,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GALT,38.26,-121.3,38.2609,-121.2972
2019,01,6,804962,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SACRAMENTO,38.57,-121.51,38.5713,-121.5096
2019,02,20,802925,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ARLINGTON,36.78,-89.02,36.8,-88.88
2019,02,20,802931,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CADIZ,36.84,-87.79,36.8304,-87.7676
2019,02,20,802933,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KUTTAWA,37.07,-88.12,37.0887,-88.069
2019,02,20,802934,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CASAD,37.448,-88.1425,37.2982,-88.1764
2019,01,3,792248,January,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GORUM,31.4769,-92.956,31.4755,-92.9546
2019,01,17,793385,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GARLOCK,35.39,-117.8,35.3912,-117.7942
2019,01,17,793386,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CABLE,35.09,-118.6,35.0906,-118.6046
2019,01,6,796054,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,JIMTOWN,38.62,-122.774,38.62,-122.7741
2019,01,6,796055,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SCHELLVILLE ARPT,38.1517,-122.4486,38.1515,-122.4487
2019,01,6,796056,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KENTFIELD,37.9498,-122.5442,37.9492,-122.5439
2019,01,4,796762,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LANTON,36.52,-91.74,36.5167,-91.7468
2019,01,4,796931,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LEOTA,36.52,-92.01,36.5196,-92.0112
2019,01,4,796932,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,AVA,36.96,-92.62,36.9609,-92.6221
2019,01,4,796933,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,AVA MUNI MEML ARPT,36.9655,-92.7216,36.9666,-92.7275
2019,01,24,803689,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,WEST CLAREMONT,43.4,-72.38,43.3938,-72.3579
2019,01,25,803697,January,Flood,0,0,0,0,0.00K,0.00K,Ice Jam,CONWAY,43.98,-71.12,43.9789,-71.1078
2019,01,16,805049,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PLAINFIELD,38.58,-121.82,38.5744,-121.8185
2019,01,16,805050,January,Flood,0,0,0,0,15.00K,0.00K,Heavy Rain,RED BLUFF,40.1708,-122.2342,40.1695,-122.2367
2019,01,16,805051,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,THERMALITO,39.56,-121.6,39.5535,-121.6174
2019,02,20,802936,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LIVERMORE,37.48,-87.13,37.5889,-87.2216
2019,02,20,802939,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ASHBYBURG,37.53,-87.37,37.5068,-87.3784
2019,02,8,803152,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MT CARBON,37.7416,-89.3559,37.7477,-89.3354
2019,01,3,792249,January,Flash Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FLORA,31.6055,-93.1029,31.605999999999998,-93.0995
2019,01,4,792250,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FLORA,31.6123,-93.0764,31.6105,-93.0766
2019,01,17,793387,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BAKERSFIELD EAST,35.3767,-118.9678,35.3762,-118.9678
2019,01,17,793388,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ROSAMOND ARPT,34.8646,-118.2326,34.8619,-118.2322
2019,01,6,796057,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ALAMEDA,37.7974,-122.2709,37.7973,-122.2708
2019,01,6,796058,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SAN JOSE,37.3246,-121.89399999999999,37.324,-121.8932
2019,01,6,796059,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PIEDMONT,37.8012,-122.2285,37.8013,-122.2289
2019,01,6,796060,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MONTA VISTA,37.3227,-122.0492,37.3228,-122.0492
2019,01,4,796934,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,POTTERSVILLE,36.67,-92.06,36.6702,-92.0618
2019,01,4,796935,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,TOPAZ,36.933,-92.2238,36.9332,-92.223
2019,01,4,796936,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,OWLS BEND,37.11,-91.2,37.1108,-91.2024
2019,01,4,796937,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ALMARTHA,36.7819,-92.4711,36.781,-92.4743
2019,01,16,805052,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,CHICO RANCHAERO ARPT,39.73,-121.94,39.7305,-121.9467
2019,01,16,805053,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ANITA,39.83,-121.96,39.8165,-121.9594
2019,01,16,805054,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PALERMO,39.43,-121.55,39.4284,-121.5538
2019,01,17,805055,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,FLORIN,38.4699,-121.4159,38.4697,-121.4169
2019,01,17,805056,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MADISON,38.68,-121.97,38.6592,-121.9794
2019,01,17,805057,January,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,MADISON,38.68,-121.97,38.678000000000004,-121.9674
2019,01,17,805058,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MADISON,38.68,-121.95,38.6803,-121.95100000000001
2019,01,17,805059,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,WILLOWS,39.5252,-122.1847,39.5248,-122.1874
2019,02,8,803153,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PLUMFIELD,37.88,-89.0,37.9213,-88.9794
2019,02,8,803177,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,PHILLIPSTOWN,38.1595,-87.9355,38.0686,-87.9702
2019,02,27,803179,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,THEBES,37.22,-89.47,37.2088,-89.4448
2019,01,4,792251,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BARNET SPGS,32.4828,-92.6869,32.4799,-92.68700000000001
2019,01,17,793389,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,KERN CITY,35.3687,-119.0239,35.3688,-119.0233
2019,01,17,793390,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,LAKE ISABELLA,35.6455,-118.3756,35.6452,-118.3755
2019,01,20,793441,January,Flood,0,0,0,0,2.00K,0.00K,Heavy Rain,ELBA,39.5871,-81.4631,39.5161,-81.2112
2019,01,6,796061,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BAYSHORE,37.6378,-122.4009,37.6378,-122.4007
2019,01,6,796062,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,ALBANY,37.8998,-122.3144,37.8998,-122.3143
2019,01,6,796063,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SONOMA COUNTY ARPT,38.510999999999996,-122.8401,38.5109,-122.8401
2019,01,6,796064,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,SOQUEL,37.0001,-121.956,37.0,-121.956
2019,01,4,796938,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MAMMOTH,36.5404,-92.427,36.5407,-92.4322
2019,01,12,796939,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,BROOKLYN HGTS,37.1707,-94.3962,37.1707,-94.3972
2019,01,12,796940,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,MC DOWELL,36.8173,-93.7872,36.8188,-93.7894
2019,01,12,796941,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,STOTTS CITY,37.14,-93.95,37.1401,-93.9467
2019,01,12,796942,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,AVA,36.9556,-92.62299999999999,36.9565,-92.6227
2019,01,17,805060,January,Flood,0,0,0,0,5.00K,0.00K,Heavy Rain,COSUMNE,38.49,-121.16,38.4926,-121.1626
2019,01,1,792466,January,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,STONEWALL,32.3249,-93.8004,32.3316,-93.7967
2019,02,27,803180,February,Flood,0,0,0,0,0.00K,0.00K,Heavy Rain,GULF JCT,37.27,-89.55,37.2782,-89.5429
